pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간,사업체지역,산업체
13436,4,5,전북,1,27.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,3,3.6,1,3,5,6,6,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-05-01,2019-05-01,,12.0,0,12.0,1,0,4,5,6,3,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,8.0,3.0,3.0,2,1,2,3,3,2,3,3,3,2.0,2,2,1,0,,27.333333333,3.0,남자,보통이다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,제조업
13560,4,3,충남,2,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,8.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,52.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3,4.12,1,3,5,5,4,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2018-08-01,2019-08-01,,12.0,0,12.0,1,0,3,2,6,3,4,1,1,3,2,1,1,3,5.0,52,1,2,1,1,3,8.0,3.0,3.0,2,1,2,2,1,2,3,3,2,2.0,2,3,0,1,,24.666666667,3.0,여자,보통이다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명미만,보통이다,,,경기,제조업
13561,4,3,충북,1,32.166666667,2.0,3.0,9.0,10.0,1.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.8,2,2,6,7,7,1,2019,0,1,2014-03-01,2019-02-28,2019-09-01,2012-02-01,,,91.0,,0,91.0,1,1,3,3,9,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,10.0,3.0,3.0,1,1,2,2,2,2,3,3,3,1.0,3,3,1,0,25.0,32.166666667,3.0,남자,건강하지않다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,도보,25.0,충북,제조업
13598,4,5,광주,1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.5,1,4,7,7,7,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-03-01,,12.0,0,12.0,1,0,4,4,3,3,3,1,1,3,1,1,1,3,5.0,40,1,2,1,1,1,6.0,3.0,3.0,3,1,2,3,3,2,3,3,3,2.0,2,2,0,0,,27.5,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,광주,제조업
13644,4,1,서울,1,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,4,5,5,5,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2019-01-01,2019-08-01,,7.0,0,7.0,0,0,3,3,4,2,2,1,1,3,1,1,3,3,5.0,40,1,2,1,1,1,8.0,6.0,3.0,3,1,1,2,2,2,3,3,3,2.0,1,1,0,0,,29.25,3.0,남자,건강하다,미혼,수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,경기,건설업
13650,4,2,경기,2,25.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,45.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.34,1,1,1,5,5,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-12-01,2020-05-01,,5.0,0,5.0,0,0,2,4,7,3,3,1,1,1,1,1,1,1,5.0,45,1,2,1,1,1,8.0,13.0,3.0,1,1,1,1,3,2,1,3,3,2.0,2,2,1,1,,25.416666667,3.0,여자,건강하지않다,미혼,수도권,맞지않다,이공계,있다,그렇다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,전문과학및기술서비스업
13739,4,4,대구,1,27.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.0,2,5,5,5,6,1,2019,1,2,2011-03-01,2019-02-28,2019-09-01,,2019-09-01,2020-08-01,,11.0,0,11.0,0,0,4,3,3,3,3,1,2,3,2,2,3,3,5.0,40,2,2,2,2,2,3.0,18.0,3.0,3,1,2,3,2,2,3,3,3,2.0,2,2,0,0,,27.666666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,예술/스포츠/여가관련서비스업
13907,4,3,충북,1,26.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,6.0,66.0,3.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.81,2,3,4,4,4,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-01-01,2020-02-01,,13.0,0,13.0,1,0,5,4,7,3,3,1,1,3,2,1,1,3,6.0,66,1,2,1,1,1,1.0,6.0,3.0,2,1,2,3,3,2,2,2,2,2.0,2,2,0,1,,26.166666667,3.0,남자,보통이다,미혼,비수도권,잘맞다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,보통이다,,,서울,건설업
13919,4,4,경남,1,28.333333333,1.0,9.0,9.0,15.0,2.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,48.0,5.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.1,2,5,7,7,7,1,2019,0,1,2011-03-01,2018-08-31,2019-09-01,2014-04-01,,,65.0,,0,65.0,1,1,1,3,9,5,5,1,1,1,1,1,1,1,5.0,48,1,2,1,1,1,15.0,9.0,3.0,3,1,2,1,2,2,3,3,3,1.0,3,3,1,1,20.0,28.333333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,승용차,20.0,경남,숙박/음식점업
13931,4,4,경북,1,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,40.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.7,1,4,6,5,5,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2018-12-01,2019-02-01,,2.0,0,2.0,0,0,4,4,3,2,2,1,1,2,1,1,1,2,5.0,40,1,2,1,1,1,14.0,6.0,3.0,3,1,2,3,3,2,3,3,3,2.0,1,1,0,0,,28.25,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,경북,건설업
13937,4,4,대구,2,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2,3.0,2,2,4,4,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2020-03-01,2020-04-01,,1.0,0,1.0,0,0,3,3,4,1,1,3,3,3,3,3,3,3,5.0,40,3,3,1,1,3,8.0,13.0,2.0930232558,1,1,2,2,2,2,2,2,2,2.0,1,1,0,0,,24.75,2.0930232558,여자,건강하지않다,미혼,비수도권,보통이다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,그렇다,,,경기,전문과학및기술서비스업
14003,4,5,광주,2,26.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,-1.0,13.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,40.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,4.0,2,3,2,2,2,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-10-01,2019-11-01,,13.0,0,13.0,1,0,3,3,-1,3,2,1,1,1,1,1,3,3,5.0,40,1,2,1,1,1,13.0,15.0,3.0,2,1,2,2,2,2,1,1,1,,2,1,0,0,,26.333333333,3.0,여자,보통이다,미혼,비수도권,보통이다,이공계,없다,그렇다,그렇다,그렇다,,보통이다,,,전남,공공행정/국방사회보장행정
14043,5,4,대구,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,60.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3,3.17,1,5,5,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2020-08-01,2020-08-01,,0.0,0,0.0,0,0,4,3,2,3,2,2,2,2,2,2,2,2,6.0,60,2,2,2,3,3,14.0,,3.0,3,1,2,3,2,2,3,3,3,2.0,2,1,0,1,,26.5,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경북,
14084,5,1,서울,1,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2,3.86,2,3,5,5,5,1,2019,1,2,2011-03-01,2019-02-28,2019-09-01,,2019-01-01,2020-01-01,,12.0,0,12.0,1,0,2,3,9,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,13.0,3.0,2.0930232558,2,1,1,1,2,2,3,3,3,1.0,3,3,1,0,,28.5,2.0930232558,남자,보통이다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,전남,제조업
14118,5,4,경남,1,29.666666667,2.0,6.0,3.0,15.0,1.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,50.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.5,1,5,7,7,7,1,2019,0,1,2009-03-01,2018-08-31,2019-09-01,2013-05-01,,,76.0,,0,76.0,1,1,4,4,3,3,3,1,1,3,1,1,2,3,5.0,50,1,2,1,1,1,15.0,6.0,3.0,3,1,2,3,3,2,3,3,3,2.0,2,2,0,1,5.0,29.666666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,도보,5.0,경남,건설업
14129,5,4,경북,2,24.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3,3.14,1,4,4,4,3,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-05-01,2019-11-01,,6.0,0,6.0,0,0,3,3,-1,4,4,3,3,3,1,1,1,3,5.0,40,3,3,1,1,1,3.0,16.0,3.0,3,1,2,2,2,2,2,2,1,,3,3,0,0,,24.333333333,3.0,여자,건강하다,미혼,비수도권,보통이다,이공계,있다,보통이다,보통이다,그렇다,,그렇지않다,,,대구,교육서비스업
14184,5,1,서울,2,30.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.6,1,3,5,6,5,1,2019,1,2,2008-03-01,2018-08-31,2019-09-01,,2019-03-01,2020-04-01,,13.0,0,13.0,1,0,2,4,-1,3,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,1.0,15.0,3.0,2,1,1,1,3,2,3,3,3,,2,2,1,0,,30.666666667,3.0,여자,보통이다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,서울,공공행정/국방사회보장행정
14210,5,2,경기,2,24.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3.2,1,4,4,6,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2018-02-01,2019-12-01,,22.0,0,22.0,1,0,5,4,1,4,5,2,2,1,1,1,2,1,3.0,4,3,3,3,3,3,8.0,16.0,3.0,3,1,1,3,3,2,2,3,3,2.0,3,3,0,0,,24.916666667,3.0,여자,건강하다,미혼,수도권,잘맞다,이공계,있다,보통이다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,경기,교육서비스업
14228,5,2,경기,1,28.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,9.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,40.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.4,1,3,4,4,4,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-05-01,,3.0,0,3.0,0,0,3,3,9,3,2,3,1,3,3,1,3,3,5.0,40,2,2,2,2,2,1.0,17.0,3.0,2,1,1,2,2,2,2,2,2,1.0,2,1,0,0,,28.166666667,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,있다,보통이다,보통이다,보통이다,1000명이상,보통이다,,,서울,보건업/사회복지서비스업
14240,5,3,대전,2,25.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,6.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3,4.2,1,3,4,6,4,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2018-08-01,2018-09-01,,1.0,0,1.0,0,0,1,2,5,2,3,3,3,3,1,3,3,3,5.0,6,3,3,3,3,3,4.0,10.0,3.0,2,1,2,1,1,2,2,3,2,2.0,1,2,0,0,,25.583333333,3.0,여자,보통이다,미혼,비수도권,맞지않다,이공계,있다,보통이다,그렇지않다,보통이다,1000명미만,그렇다,,,대전,정보통신업
14258,5,3,충남,2,24.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,24.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.3,1,4,7,6,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-06-01,2019-09-01,,3.0,0,3.0,0,0,1,2,3,4,4,1,1,3,1,1,1,3,4.0,24,1,2,1,1,1,1.0,10.0,3.0,3,1,2,1,1,2,3,3,3,2.0,3,3,0,0,,24.916666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,서울,정보통신업
14320,5,4,부산,1,29.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,40.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,2.0,2,3,1,1,1,1,2019,1,2,2010-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-04-01,,2.0,0,2.0,0,0,1,1,3,3,3,1,1,3,1,3,3,3,5.0,40,1,2,1,1,1,1.0,14.0,3.0,2,1,2,1,1,2,1,1,1,2.0,2,2,0,0,,29.166666667,3.0,남자,보통이다,미혼,비수도권,맞지않다,이공계,없다,그렇다,그렇다,그렇다,1000명미만,보통이다,,,서울,사업시설관리/사업지원및임대서비스업
14334,5,5,광주,2,23.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.5,1,4,6,7,6,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-02-01,,11.0,0,11.0,0,0,3,3,7,3,3,1,3,3,1,1,1,3,5.0,40,1,2,1,1,1,6.0,16.0,3.0,3,1,2,2,2,2,3,3,3,2.0,2,2,0,0,,23.916666667,3.0,여자,건강하다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,광주,교육서비스업
14518,5,4,대구,2,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,4.0,2,4,5,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-08-01,2019-12-01,,4.0,0,4.0,0,0,1,1,6,3,3,2,2,2,2,2,2,2,5.0,40,2,2,2,2,2,3.0,7.0,2.0930232558,3,1,2,1,1,2,3,3,3,2.0,2,2,0,0,,27.0,2.0930232558,여자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,도매/소매업
14519,5,4,대구,2,24.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.8,1,3,5,5,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-04-01,2019-11-01,,7.0,0,7.0,0,0,3,3,9,5,5,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,14.0,18.0,3.0,2,1,2,2,2,2,3,3,2,1.0,3,3,1,0,,24.416666667,3.0,여자,보통이다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명이상,그렇지않다,,,경북,예술/스포츠/여가관련서비스업
14636,5,5,전북,2,26.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,3,3.7,1,5,5,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-12-01,,10.0,0,10.0,0,0,5,4,9,4,4,1,1,1,1,1,1,1,5.0,40,1,2,3,1,1,,15.0,3.0,3,1,2,3,3,2,3,3,3,1.0,3,3,1,0,,26.583333333,3.0,여자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,,공공행정/국방사회보장행정
14646,5,1,서울,1,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.35,1,4,6,6,6,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2019-01-01,2019-11-01,,10.0,0,10.0,0,0,4,4,7,4,4,1,1,1,1,1,3,1,5.0,40,1,2,1,1,1,11.0,3.0,3.0,3,1,1,3,3,2,3,3,3,2.0,3,3,0,0,,27.75,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,충남,제조업
14713,5,2,경기,2,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,10.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,40.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,3,6,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2018-12-01,2020-01-01,,13.0,0,13.0,1,0,5,5,8,4,4,1,1,3,1,1,3,1,5.0,40,1,2,1,1,1,10.0,3.0,3.0,2,1,1,3,3,2,3,3,3,2.0,3,3,0,0,,27.25,3.0,여자,보통이다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,충북,제조업
14770,5,4,대구,2,27.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.41,2,4,5,5,5,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-08-01,2019-01-01,,5.0,0,5.0,0,0,3,3,1,3,3,3,3,3,3,3,3,3,3.0,12,2,2,2,2,2,3.0,9.0,3.0,3,1,2,2,2,2,3,3,3,2.0,2,2,0,0,,27.166666667,3.0,여자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,대구,숙박/음식점업
14824,5,1,서울,1,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.03,2,4,6,5,4,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2020-03-01,2020-08-01,,5.0,0,5.0,0,0,1,2,7,3,3,1,1,3,2,1,1,1,5.0,40,1,2,1,1,1,1.0,16.0,3.0,3,1,1,1,1,2,3,3,2,2.0,2,2,0,0,,28.5,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,보통이다,1000명미만,보통이다,,,서울,교육서비스업
14838,5,2,강원,1,28.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,9.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,20.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.5,1,2,6,6,6,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2017-01-01,2019-01-01,,24.0,0,24.0,1,1,1,1,1,4,4,2,3,3,1,1,2,3,5.0,20,2,2,2,2,2,9.0,16.0,3.0,1,1,1,1,1,2,3,3,3,2.0,3,3,0,0,,28.083333333,3.0,남자,건강하지않다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,강원,교육서비스업
14908,5,4,경북,1,26.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,50.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,-1,,2,5,7,7,7,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2018-05-01,2019-03-01,,10.0,0,10.0,0,0,3,4,9,5,5,3,3,3,3,3,3,3,5.0,50,1,2,1,1,1,1.0,13.0,,3,1,2,2,3,2,3,3,3,1.0,3,3,0,1,,26.833333333,,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,서울,전문과학및기술서비스업
14910,5,4,경북,1,28.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,50.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.9,1,4,6,5,5,1,2019,1,2,2010-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-07-01,,4.0,0,4.0,0,0,1,3,2,3,3,2,2,2,2,2,2,2,5.0,50,2,2,2,2,2,14.0,9.0,3.0,3,1,2,1,2,2,3,3,3,2.0,2,2,0,1,,28.833333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경북,숙박/음식점업
14953,5,5,광주,2,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,40.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,4.0,1,4,5,5,5,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-12-01,,9.0,0,9.0,0,0,4,4,3,5,5,1,1,1,1,3,3,1,5.0,40,1,2,1,1,1,6.0,19.0,3.0,3,1,2,3,3,2,3,3,3,2.0,3,3,0,0,,24.583333333,3.0,여자,건강하다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,광주,협회/단체/수리/기타개인서비스업
15010,5,4,경북,2,29.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,14.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,40.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.9,1,4,6,6,6,2,2019,1,2,2010-03-01,2018-08-31,2019-09-01,,2018-11-01,2019-12-01,,13.0,0,13.0,1,0,4,2,5,2,2,1,1,3,1,1,1,3,4.0,40,1,2,1,1,1,14.0,17.0,3.0,3,2,2,3,1,2,3,3,3,2.0,1,1,0,0,,29.166666667,3.0,여자,건강하다,기혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,경북,보건업/사회복지서비스업
15019,5,4,부산,2,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,25.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,-1,,2,3,3,3,3,1,2019,1,2,2013-03-01,2018-08-31,2019-09-01,,2017-01-01,2018-11-01,,22.0,0,22.0,1,0,2,1,9,3,3,1,1,2,1,1,1,2,4.0,25,3,3,1,1,1,2.0,10.0,,2,1,2,1,1,2,1,1,1,1.0,2,2,0,0,,26.25,,여자,보통이다,미혼,비수도권,맞지않다,이공계,없다,그렇다,그렇다,그렇다,1000명이상,보통이다,,,부산,정보통신업
