pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간
410770,4,3,충남,1,30.333333333,2.0,3.0,8.0,11.0,2.0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.0,2,4,5,5,4,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-12-01,,,45.0,,0,45.0,1,1,4,4,8,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,11.0,3.0,3.0,3,1,2,3,3,2,3,3,2,2.0,3,3,1,0,30.0,30.333333333,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,보통이다,1000명미만,그렇지않다,승용차,30.0
410825,4,4,경북,1,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3,3.5,1,4,6,6,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2016-09-01,2018-08-01,,23.0,0,23.0,1,0,3,3,7,2,2,1,1,1,1,1,1,1,5.0,40,1,3,1,1,1,14.0,3.0,3.0,3,1,2,2,2,2,3,3,2,2.0,1,1,1,0,,27.25,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명미만,그렇다,,
410862,4,4,부산,1,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.0,1,3,2,2,2,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-04-01,,9.0,0,9.0,0,0,1,2,1,5,5,3,3,3,3,3,3,3,5.0,40,3,3,3,3,3,8.0,3.0,3.0,2,1,2,1,1,2,1,1,1,2.0,3,3,0,0,,28.25,3.0,남자,보통이다,미혼,비수도권,맞지않다,이공계,있다,그렇다,그렇다,그렇다,1000명미만,그렇지않다,,
410900,4,5,광주,1,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.0,2,3,6,6,3,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-05-01,,6.0,0,6.0,0,0,4,4,3,3,3,1,1,1,2,2,2,1,5.0,40,1,2,1,1,1,6.0,3.0,3.0,2,1,2,3,3,2,3,3,1,2.0,2,2,0,0,,25.833333333,3.0,남자,보통이다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇다,1000명미만,보통이다,,
410953,4,3,충남,1,26.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,5,7,7,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-02-01,,13.0,0,13.0,1,0,2,3,7,2,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,11.0,3.0,3.0,3,1,2,1,2,2,3,3,3,2.0,1,3,1,0,,26.416666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
410974,4,5,전북,1,26.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,16.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.7,2,3,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-08-01,,6.0,0,6.0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,2.0,16,3,3,3,3,3,12.0,3.0,3.0,2,1,2,1,1,2,3,3,3,2.0,2,2,0,0,,26.666666667,3.0,남자,보통이다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
411025,4,2,경기,1,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,-1,,1,3,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-03-01,,5.0,0,5.0,0,0,4,4,4,3,3,1,1,2,3,1,1,2,5.0,40,1,2,1,1,1,8.0,3.0,,2,1,1,3,3,2,2,3,2,2.0,2,2,0,0,,26.0,,남자,보통이다,미혼,수도권,잘맞다,이공계,있다,보통이다,그렇지않다,보통이다,1000명미만,보통이다,,
411099,4,4,부산,1,27.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.9,2,4,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-07-01,2018-03-01,,8.0,0,8.0,0,0,3,4,9,2,2,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,8.0,13.0,3.0,3,1,2,2,3,2,3,3,3,1.0,1,1,1,0,,27.166666667,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇다,,
411230,4,2,강원,1,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3,3.6,2,3,6,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2016-07-01,2019-08-01,,37.0,0,37.0,1,1,2,3,2,5,5,2,2,2,2,2,2,2,2.0,12,3,2,2,1,2,1.0,9.0,3.0,2,1,1,1,2,2,3,3,3,2.0,3,3,0,0,,26.0,3.0,남자,보통이다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
411320,4,3,충북,2,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,40.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3,3.7,1,4,5,5,5,1,2018,1,2,2015-03-01,2017-08-31,2018-09-01,,2017-12-01,2018-06-01,,6.0,0,6.0,0,0,1,1,9,2,3,3,3,3,1,3,3,3,5.0,40,3,3,3,3,3,,9.0,3.0,3,1,2,1,1,2,3,3,3,1.0,1,2,0,0,,26.25,3.0,여자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇다,,
411390,4,4,부산,1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,11.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,48.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.0,1,4,5,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12.0,0,12.0,1,0,2,2,3,2,2,1,2,2,2,1,2,2,6.0,48,1,2,1,1,1,11.0,3.0,3.0,3,1,2,1,1,2,3,2,2,2.0,1,1,0,1,,27.5,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,보통이다,보통이다,1000명미만,그렇다,,
411452,4,4,경남,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,15.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.2,1,5,6,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-11-01,2019-05-01,,6.0,0,6.0,0,0,2,2,9,2,3,1,1,3,1,1,3,3,5.0,40,1,2,1,1,1,15.0,4.0,3.0,3,1,2,1,1,2,3,3,3,1.0,1,2,0,0,,26.916666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇다,,
411619,4,5,광주,2,25.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,13.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,40.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3,3.7,1,4,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-11-01,,7.0,0,7.0,0,0,1,1,2,5,4,1,1,2,2,1,2,2,5.0,40,2,2,2,1,1,13.0,9.0,3.0,3,1,2,1,1,2,3,3,3,2.0,3,3,0,0,,25.166666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
411646,4,4,경남,2,27.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,8.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,5.0,40.0,2.0,4.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,3,3.4,1,3,5,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-02-01,,14.0,0,14.0,1,0,5,4,5,4,2,1,1,3,2,1,2,3,5.0,40,1,3,1,1,1,8.0,13.0,3.0,2,1,2,3,3,2,3,3,3,2.0,3,1,0,0,,27.583333333,3.0,여자,보통이다,미혼,비수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
411647,4,4,경남,2,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,14.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,40.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3,3.8,1,2,6,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-05-01,,4.0,0,4.0,0,0,3,2,3,4,2,1,1,3,3,2,3,3,5.0,40,1,3,1,1,1,14.0,3.0,3.0,1,1,2,2,1,2,3,3,3,2.0,3,1,0,0,,24.5,3.0,여자,건강하지않다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
411667,4,4,대구,1,30.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,30.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,5,6,7,6,1,2018,1,2,2009-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-05-01,,4.0,0,4.0,0,0,1,2,-1,3,3,1,2,2,1,2,2,2,5.0,30,1,2,1,1,1,3.0,18.0,3.0,3,1,2,1,1,2,3,3,3,,2,2,0,0,,30.666666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,
411811,4,4,대구,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,45.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.1,1,2,4,3,2,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-05-01,,17.0,0,17.0,1,0,2,2,9,2,2,1,1,1,1,1,3,1,5.0,45,1,2,1,1,1,14.0,3.0,3.0,1,1,2,1,1,2,2,1,1,1.0,1,1,0,1,,26.916666667,3.0,남자,건강하지않다,미혼,비수도권,맞지않다,이공계,있다,보통이다,그렇다,그렇다,1000명이상,그렇다,,
411880,4,2,경기,1,27.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,48.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2.6,2,5,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-06-01,2017-09-01,,3.0,0,3.0,0,0,1,3,-1,4,4,1,1,1,1,1,1,1,6.0,48,3,3,3,3,3,1.0,9.0,3.0,3,1,1,1,2,2,3,3,3,,3,3,1,1,,27.833333333,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,
411898,4,4,부산,1,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,18.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.4,1,5,5,6,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-08-01,,4.0,0,4.0,0,0,1,1,-1,3,3,3,3,3,1,3,3,3,2.0,18,2,2,2,2,2,2.0,7.0,3.0,3,1,2,1,1,2,3,3,2,,2,2,0,0,,26.75,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,보통이다,,보통이다,,
411950,4,1,서울,1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,40.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,3,3.2,1,3,4,7,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-09-01,2018-06-01,,9.0,0,9.0,0,0,3,4,-1,4,4,1,1,3,2,2,3,3,5.0,40,1,3,3,1,1,1.0,16.0,3.0,2,1,1,2,3,2,2,3,2,,3,3,0,0,,29.0,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,있다,보통이다,그렇지않다,보통이다,,그렇지않다,,
411967,4,1,서울,1,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,40.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3,3.3,1,3,4,4,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-04-01,2018-02-01,,10.0,0,10.0,0,0,4,2,6,3,2,1,1,2,2,2,1,2,5.0,40,1,3,1,1,1,1.0,10.0,3.0,2,1,1,3,1,2,2,2,2,2.0,2,1,0,0,,27.25,3.0,남자,보통이다,미혼,수도권,잘맞다,이공계,있다,보통이다,보통이다,보통이다,1000명미만,보통이다,,
412040,4,2,경기,1,26.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.1,1,4,5,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-05-01,,14.0,0,14.0,1,0,3,3,3,4,1,1,1,3,1,1,3,3,5.0,40,1,2,1,1,1,1.0,10.0,3.0,3,1,1,2,2,2,3,3,3,2.0,3,1,0,0,,26.833333333,3.0,남자,건강하다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
412076,4,3,충남,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,50.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3,3.3,1,4,6,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-03-01,,8.0,0,8.0,0,0,3,2,5,2,4,1,1,3,1,1,1,3,5.0,50,1,3,1,1,1,1.0,10.0,3.0,3,1,2,2,1,2,3,3,3,2.0,1,3,0,1,,26.916666667,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
412144,4,4,경북,2,27.666666667,2.0,4.0,9.0,14.0,2.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.8,2,4,6,6,6,2,2018,0,1,2010-03-01,2018-02-28,2018-09-01,2013-09-01,,,60.0,,0,60.0,1,1,3,2,9,4,5,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,14.0,4.0,3.0,3,2,2,2,1,2,3,3,3,1.0,3,3,1,0,10.0,27.666666667,3.0,여자,건강하다,기혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,승용차,10.0
412167,4,4,부산,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,35.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3,2.9,1,3,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-11-01,,6.0,0,6.0,0,0,2,2,9,4,3,1,1,1,1,1,1,1,5.0,35,3,2,3,1,3,2.0,16.0,3.0,2,1,2,1,1,2,3,3,3,1.0,3,2,1,0,,24.0,3.0,여자,보통이다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,
412401,4,3,충남,1,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,2.9,1,3,6,2,2,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-09-01,2018-12-01,,3.0,0,3.0,0,0,3,4,5,3,2,1,1,3,1,1,1,1,5.0,40,1,2,1,1,1,1.0,10.0,3.0,2,1,2,2,3,2,3,1,1,2.0,2,1,0,0,,26.916666667,3.0,남자,보통이다,미혼,비수도권,보통이다,이공계,있다,그렇지않다,그렇다,그렇다,1000명미만,보통이다,,
412445,4,4,경북,1,32.5,1.0,3.0,1.0,3.0,6.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,24.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,3,2.7,1,4,5,6,5,1,2018,0,1,2006-03-01,2017-08-31,2018-09-01,2016-09-01,,,24.0,,0,24.0,1,1,1,1,1,3,3,2,2,2,2,2,2,2,3.0,24,2,2,2,2,2,3.0,3.0,3.0,3,1,2,1,1,2,3,3,3,2.0,2,2,0,0,60.0,32.5,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,전철/지하철,60.0
412520,4,1,서울,2,27.333333333,2.0,13.0,9.0,1.0,3.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1,3.8,2,3,5,5,5,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2011-01-01,,,92.0,,0,92.0,1,1,2,3,9,3,3,1,1,1,1,1,2,1,5.0,40,1,2,1,1,1,1.0,13.0,1.125,2,1,1,1,2,2,3,3,3,1.0,2,2,0,0,50.0,27.333333333,1.125,여자,보통이다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,보통이다,시내버스,50.0
412522,4,1,서울,1,27.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3,3.9,2,4,6,6,6,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2018-08-01,2019-03-01,,7.0,0,7.0,0,0,4,4,3,4,4,1,1,1,1,1,1,1,5.0,40,1,3,1,1,1,1.0,10.0,3.0,3,1,1,3,3,2,3,3,3,2.0,3,3,1,0,,27.666666667,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
412540,4,2,경기,1,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,40.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2,3.6,1,5,5,6,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-04-01,2019-07-01,,15.0,0,15.0,1,0,2,2,7,2,1,1,1,2,2,1,1,2,5.0,40,1,2,1,1,1,7.0,3.0,2.0930232558,3,1,1,1,1,2,3,3,2,2.0,1,1,0,0,,26.75,2.0930232558,남자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,보통이다,1000명미만,그렇다,,
412552,4,2,인천,1,27.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,11.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.1,1,4,5,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-12-01,,11.0,0,11.0,0,0,3,3,1,3,3,1,1,2,2,1,2,1,5.0,40,1,2,1,1,1,11.0,6.0,3.0,3,1,1,2,2,2,3,3,3,2.0,2,2,0,0,,27.416666667,3.0,남자,건강하다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
412610,4,4,부산,2,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.3,1,2,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-11-01,,9.0,0,9.0,0,0,1,2,-1,3,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,2.0,18.0,3.0,1,1,2,1,1,2,2,2,2,,2,2,1,0,,24.75,3.0,여자,건강하지않다,미혼,비수도권,맞지않다,이공계,있다,보통이다,보통이다,보통이다,,보통이다,,
412631,4,1,서울,1,26.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.6,2,4,5,5,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-06-01,,3.0,0,3.0,0,0,4,4,9,4,4,2,2,2,2,2,2,2,1.0,2,2,2,2,2,2,1.0,16.0,3.0,3,1,1,3,3,2,3,3,3,1.0,3,3,0,0,,26.666666667,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,
412642,4,1,서울,1,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.5,1,4,5,4,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-10-01,2018-12-01,,2.0,0,2.0,0,0,3,3,2,4,2,2,2,2,2,2,2,2,5.0,40,2,2,2,2,2,2.0,10.0,3.0,3,1,1,2,2,2,3,2,3,2.0,3,1,0,0,,25.833333333,3.0,남자,건강하다,미혼,수도권,보통이다,이공계,있다,그렇지않다,보통이다,그렇지않다,1000명미만,그렇지않다,,
412649,4,1,서울,2,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,40.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3,3.0,1,3,4,4,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-04-01,2017-09-01,,5.0,0,5.0,0,0,2,2,8,2,2,1,1,1,3,1,3,1,5.0,40,1,3,1,1,3,8.0,3.0,3.0,2,1,1,1,1,2,2,2,2,2.0,1,1,0,0,,26.916666667,3.0,여자,보통이다,미혼,수도권,맞지않다,이공계,있다,보통이다,보통이다,보통이다,1000명미만,그렇다,,
412761,4,4,부산,1,27.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,15.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,40.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1,3.2,2,3,5,6,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-05-01,,13.0,0,13.0,1,0,3,3,3,4,4,1,2,1,2,1,2,1,5.0,40,1,2,1,1,1,15.0,15.0,1.125,2,1,2,2,2,2,3,3,3,2.0,3,3,0,0,,27.666666667,1.125,남자,보통이다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
412792,4,2,강원,1,25.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,45.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.0,1,4,5,7,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-08-01,,6.0,0,6.0,0,0,1,1,-1,3,1,2,2,3,2,2,2,3,5.0,45,2,2,2,2,2,1.0,7.0,3.0,3,1,1,1,1,2,3,3,3,,2,1,0,1,,25.583333333,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,
